73739,1:8,2:1,3:3,4:7,5:9,6:6,7:5,8:4,9:2,10:10
48142,1:4,2:10,3:5,4:7,5:3,6:2,7:8,8:9,9:6,10:1
42363,1:3,2:9,3:6,4:7,5:4,6:1,7:5,8:2,9:10,10:8
57080,1:7,2:6,3:4,4:3,5:10,6:8,7:2,8:1,9:5,10:9
13991,1:7,2:5,3:2,4:4,5:9,6:3,7:1,8:6,9:8,10:10
64079,1:1,2:8,3:4,4:10,5:6,6:3,7:5,8:9,9:2,10:7
12257,1:5,2:9,3:2,4:7,5:3,6:1,7:6,8:4,9:8,10:10
87946,1:10,2:9,3:2,4:8,5:6,6:5,7:1,8:7,9:3,10:4
83194,1:8,2:9,3:10,4:6,5:2,6:1,7:3,8:4,9:5,10:7
77643,1:7,2:10,3:2,4:4,5:5,6:3,7:6,8:9,9:1,10:8
25074,1:4,2:7,3:5,4:1,5:3,6:8,7:10,8:2,9:9,10:6
83154,1:4,2:1,3:2,4:9,5:3,6:10,7:8,8:6,9:5,10:7
62713,1:3,2:5,3:2,4:7,5:9,6:4,7:8,8:1,9:10,10:6
93730,1:7,2:9,3:10,4:2,5:5,6:8,7:4,8:6,9:1,10:3
90780,1:5,2:10,3:9,4:6,5:7,6:4,7:8,8:2,9:1,10:3
76614,1:7,2:3,3:9,4:5,5:6,6:4,7:10,8:1,9:8,10:2
61713,1:10,2:3,3:1,4:7,5:4,6:8,7:6,8:2,9:5,10:9
33316,1:8,2:7,3:5,4:1,5:9,6:10,7:3,8:2,9:6,10:4
14869,1:3,2:1,3:8,4:6,5:5,6:4,7:10,8:2,9:7,10:9
5203,1:5,2:9,3:1,4:6,5:7,6:4,7:10,8:2,9:3,10:8
46492,1:2,2:3,3:4,4:7,5:6,6:9,7:10,8:8,9:1,10:5
20158,1:4,2:5,3:2,4:1,5:8,6:6,7:10,8:7,9:9,10:3
36917,1:2,2:3,3:1,4:7,5:10,6:9,7:6,8:8,9:4,10:5
29645,1:5,2:2,3:9,4:1,5:8,6:7,7:3,8:10,9:4,10:6
3605,1:10,2:5,3:3,4:1,5:6,6:9,7:7,8:2,9:4,10:8
52801,1:8,2:4,3:10,4:3,5:5,6:6,7:7,8:2,9:9,10:1
55866,1:2,2:4,3:9,4:1,5:10,6:3,7:8,8:5,9:6,10:7
9298,1:4,2:1,3:8,4:2,5:7,6:9,7:6,8:10,9:3,10:5
23198,1:8,2:1,3:6,4:5,5:7,6:9,7:10,8:3,9:4,10:2
48981,1:4,2:9,3:7,4:2,5:1,6:8,7:3,8:5,9:10,10:6
84832,1:10,2:8,3:1,4:6,5:2,6:7,7:5,8:4,9:9,10:3
59394,1:7,2:4,3:9,4:1,5:2,6:10,7:3,8:6,9:5,10:8
31150,1:9,2:5,3:6,4:4,5:1,6:8,7:2,8:3,9:7,10:10
35338,1:6,2:5,3:10,4:3,5:1,6:7,7:8,8:2,9:9,10:4
88026,1:4,2:2,3:6,4:9,5:5,6:3,7:8,8:10,9:1,10:7
65678,1:5,2:1,3:7,4:10,5:8,6:3,7:4,8:2,9:6,10:9
24888,1:8,2:5,3:2,4:3,5:7,6:4,7:10,8:1,9:6,10:9
68942,1:1,2:8,3:6,4:5,5:7,6:10,7:4,8:2,9:9,10:3
26447,1:9,2:4,3:5,4:2,5:7,6:6,7:1,8:10,9:8,10:3
88249,1:2,2:7,3:6,4:3,5:5,6:1,7:4,8:8,9:10,10:9
53591,1:10,2:8,3:5,4:9,5:4,6:6,7:7,8:3,9:1,10:2
6069,1:9,2:7,3:5,4:4,5:10,6:1,7:2,8:3,9:6,10:8
8679,1:9,2:5,3:4,4:6,5:10,6:1,7:3,8:8,9:7,10:2
25092,1:3,2:4,3:6,4:5,5:10,6:8,7:1,8:7,9:9,10:2
20221,1:9,2:3,3:4,4:1,5:5,6:7,7:10,8:6,9:2,10:8
38622,1:2,2:1,3:7,4:5,5:4,6:10,7:3,8:9,9:6,10:8
2037,1:9,2:1,3:2,4:4,5:5,6:3,7:6,8:7,9:10,10:8
84268,1:8,2:9,3:5,4:2,5:1,6:4,7:10,8:3,9:7,10:6
72017,1:5,2:2,3:10,4:6,5:3,6:9,7:8,8:7,9:4,10:1
74332,1:6,2:1,3:10,4:4,5:2,6:5,7:3,8:9,9:7,10:8
3338,1:7,2:5,3:4,4:1,5:8,6:6,7:10,8:2,9:9,10:3
68192,1:6,2:4,3:7,4:2,5:5,6:9,7:1,8:3,9:8,10:10
5665,1:6,2:2,3:9,4:7,5:5,6:10,7:4,8:1,9:3,10:8
45715,1:1,2:5,3:9,4:6,5:10,6:8,7:2,8:4,9:7,10:3
44750,1:8,2:1,3:4,4:5,5:2,6:7,7:3,8:10,9:6,10:9
7622,1:1,2:10,3:5,4:4,5:6,6:9,7:2,8:8,9:3,10:7
14867,1:2,2:3,3:5,4:1,5:7,6:8,7:9,8:10,9:6,10:4
86198,1:10,2:1,3:3,4:2,5:4,6:7,7:8,8:6,9:9,10:5
57546,1:1,2:10,3:7,4:4,5:5,6:6,7:9,8:8,9:2,10:3
41003,1:1,2:2,3:9,4:8,5:4,6:5,7:10,8:3,9:7,10:6
93335,1:5,2:3,3:8,4:4,5:7,6:6,7:10,8:2,9:1,10:9
16011,1:3,2:1,3:8,4:6,5:4,6:5,7:7,8:9,9:2,10:10
63314,1:1,2:6,3:7,4:5,5:4,6:10,7:2,8:9,9:8,10:3
57713,1:9,2:7,3:3,4:2,5:8,6:10,7:4,8:1,9:5,10:6
16728,1:8,2:7,3:4,4:9,5:2,6:10,7:6,8:1,9:5,10:3
37542,1:3,2:5,3:4,4:9,5:2,6:1,7:7,8:6,9:10,10:8
38828,1:6,2:10,3:7,4:3,5:9,6:2,7:4,8:1,9:5,10:8
56589,1:2,2:1,3:9,4:8,5:5,6:3,7:4,8:10,9:6,10:7
34785,1:1,2:6,3:4,4:7,5:2,6:9,7:5,8:3,9:8,10:10
84354,1:8,2:5,3:10,4:7,5:1,6:9,7:6,8:3,9:2,10:4
76453,1:6,2:9,3:5,4:8,5:1,6:2,7:4,8:10,9:7,10:3
21014,1:4,2:10,3:1,4:5,5:7,6:8,7:9,8:3,9:2,10:6
62139,1:3,2:4,3:2,4:6,5:9,6:1,7:5,8:10,9:8,10:7
69333,1:6,2:10,3:9,4:4,5:8,6:3,7:5,8:7,9:1,10:2
46075,1:5,2:6,3:4,4:8,5:3,6:7,7:9,8:10,9:2,10:1
39286,1:6,2:9,3:7,4:8,5:1,6:4,7:10,8:2,9:3,10:5
85108,1:7,2:2,3:1,4:5,5:9,6:3,7:6,8:4,9:10,10:8
6092,1:5,2:10,3:3,4:2,5:8,6:4,7:7,8:1,9:9,10:6
51985,1:7,2:6,3:9,4:4,5:2,6:5,7:1,8:10,9:3,10:8
33237,1:2,2:9,3:10,4:3,5:6,6:7,7:4,8:5,9:8,10:1
18848,1:10,2:1,3:2,4:8,5:3,6:7,7:4,8:9,9:6,10:5
92556,1:1,2:6,3:5,4:8,5:2,6:10,7:4,8:7,9:3,10:9
67505,1:5,2:7,3:2,4:8,5:3,6:1,7:9,8:6,9:4,10:10
36277,1:7,2:6,3:8,4:9,5:4,6:5,7:2,8:3,9:10,10:1
42545,1:5,2:7,3:10,4:6,5:3,6:8,7:9,8:1,9:2,10:4
60234,1:9,2:6,3:10,4:3,5:2,6:5,7:1,8:4,9:7,10:8
59873,1:1,2:7,3:10,4:6,5:4,6:8,7:5,8:3,9:9,10:2
33882,1:4,2:10,3:9,4:2,5:3,6:6,7:7,8:1,9:8,10:5
4808,1:3,2:10,3:6,4:8,5:1,6:4,7:9,8:2,9:5,10:7
51263,1:2,2:6,3:10,4:5,5:3,6:9,7:1,8:4,9:7,10:8
1709,1:10,2:9,3:4,4:2,5:7,6:1,7:6,8:8,9:5,10:3
53185,1:1,2:8,3:7,4:6,5:2,6:10,7:9,8:4,9:3,10:5
76180,1:3,2:4,3:10,4:9,5:7,6:1,7:5,8:8,9:2,10:6
27075,1:3,2:6,3:4,4:7,5:10,6:9,7:2,8:8,9:5,10:1
11418,1:5,2:1,3:9,4:3,5:4,6:8,7:7,8:10,9:6,10:2
18877,1:10,2:5,3:8,4:3,5:4,6:7,7:6,8:9,9:1,10:2
68933,1:10,2:1,3:3,4:8,5:9,6:2,7:5,8:7,9:4,10:6
8924,1:7,2:2,3:3,4:5,5:6,6:1,7:9,8:10,9:8,10:4
31728,1:4,2:9,3:6,4:3,5:5,6:10,7:8,8:2,9:1,10:7
1881,1:9,2:5,3:3,4:8,5:10,6:4,7:1,8:2,9:6,10:7
30800,1:4,2:10,3:7,4:6,5:1,6:3,7:9,8:8,9:5,10:2
27751,1:5,2:10,3:2,4:1,5:7,6:4,7:6,8:3,9:9,10:8
14188,1:1,2:7,3:6,4:9,5:3,6:10,7:5,8:2,9:8,10:4
19627,1:5,2:1,3:4,4:6,5:9,6:7,7:8,8:3,9:2,10:10
7518,1:2,2:8,3:7,4:1,5:3,6:9,7:6,8:4,9:5,10:10
7681,1:10,2:9,3:7,4:2,5:4,6:1,7:6,8:8,9:3,10:5
17566,1:1,2:2,3:3,4:5,5:6,6:8,7:9,8:4,9:7,10:10
74201,1:1,2:5,3:4,4:2,5:6,6:8,7:9,8:10,9:7,10:3
92691,1:5,2:7,3:9,4:1,5:10,6:4,7:8,8:2,9:3,10:6
72582,1:5,2:7,3:10,4:1,5:9,6:4,7:6,8:8,9:3,10:2
66427,1:4,2:10,3:6,4:9,5:7,6:5,7:1,8:8,9:3,10:2
38981,1:8,2:5,3:10,4:3,5:6,6:1,7:2,8:4,9:7,10:9
76238,1:7,2:3,3:8,4:4,5:5,6:1,7:2,8:10,9:6,10:9
70545,1:1,2:3,3:2,4:9,5:8,6:4,7:10,8:5,9:7,10:6
74767,1:6,2:2,3:4,4:1,5:5,6:7,7:9,8:10,9:3,10:8
52755,1:2,2:8,3:9,4:7,5:5,6:10,7:1,8:4,9:6,10:3
49204,1:4,2:9,3:8,4:10,5:6,6:1,7:2,8:5,9:7,10:3
55812,1:5,2:1,3:8,4:9,5:10,6:7,7:6,8:4,9:2,10:3
76657,1:1,2:7,3:9,4:6,5:10,6:5,7:2,8:3,9:4,10:8
25740,1:8,2:3,3:2,4:4,5:6,6:1,7:9,8:7,9:5,10:10
6755,1:1,2:9,3:8,4:6,5:10,6:5,7:3,8:4,9:2,10:7
80978,1:3,2:6,3:9,4:4,5:1,6:2,7:10,8:7,9:5,10:8
79612,1:4,2:6,3:7,4:3,5:1,6:5,7:2,8:8,9:10,10:9
8405,1:3,2:2,3:8,4:9,5:5,6:4,7:1,8:10,9:7,10:6
6496,1:1,2:2,3:7,4:6,5:9,6:8,7:5,8:4,9:3,10:10
16831,1:10,2:3,3:2,4:7,5:5,6:6,7:4,8:8,9:9,10:1
51304,1:8,2:10,3:5,4:6,5:4,6:7,7:2,8:1,9:9,10:3
54532,1:5,2:10,3:8,4:2,5:3,6:6,7:9,8:7,9:4,10:1
66329,1:6,2:2,3:3,4:8,5:9,6:5,7:4,8:1,9:7,10:10
96197,1:4,2:1,3:2,4:9,5:10,6:6,7:8,8:3,9:5,10:7
90838,1:6,2:5,3:1,4:9,5:3,6:2,7:7,8:4,9:10,10:8
53018,1:1,2:3,3:8,4:4,5:5,6:9,7:10,8:6,9:7,10:2
88525,1:1,2:4,3:7,4:6,5:3,6:5,7:2,8:9,9:8,10:10
78390,1:6,2:8,3:1,4:10,5:5,6:9,7:4,8:3,9:2,10:7
30537,1:7,2:6,3:5,4:9,5:2,6:10,7:8,8:3,9:1,10:4
6759,1:6,2:9,3:4,4:1,5:3,6:2,7:8,8:5,9:7,10:10
12474,1:10,2:4,3:9,4:3,5:1,6:5,7:8,8:7,9:2,10:6
10775,1:3,2:1,3:5,4:10,5:7,6:9,7:2,8:8,9:4,10:6
60121,1:8,2:7,3:5,4:4,5:2,6:6,7:1,8:10,9:9,10:3
21142,1:4,2:2,3:9,4:5,5:3,6:10,7:1,8:6,9:8,10:7
57,1:5,2:7,3:4,4:9,5:2,6:6,7:1,8:3,9:10,10:8
96363,1:2,2:6,3:10,4:3,5:9,6:5,7:7,8:4,9:8,10:1
8065,1:10,2:6,3:4,4:8,5:9,6:3,7:5,8:1,9:7,10:2
96790,1:5,2:2,3:1,4:8,5:6,6:10,7:4,8:9,9:7,10:3
23694,1:6,2:2,3:9,4:5,5:3,6:10,7:7,8:8,9:4,10:1
16485,1:6,2:4,3:9,4:2,5:10,6:7,7:3,8:1,9:8,10:5
48281,1:4,2:10,3:9,4:3,5:6,6:8,7:1,8:7,9:2,10:5
11239,1:2,2:9,3:6,4:3,5:7,6:4,7:1,8:8,9:5,10:10
5999,1:6,2:1,3:8,4:4,5:10,6:5,7:2,8:3,9:7,10:9
69108,1:5,2:7,3:2,4:8,5:1,6:4,7:9,8:10,9:3,10:6
59324,1:1,2:3,3:6,4:10,5:7,6:2,7:8,8:4,9:9,10:5
37680,1:10,2:6,3:8,4:3,5:7,6:5,7:2,8:1,9:9,10:4
58499,1:3,2:10,3:2,4:8,5:5,6:4,7:6,8:9,9:7,10:1
42080,1:8,2:6,3:7,4:4,5:2,6:10,7:3,8:9,9:1,10:5
47402,1:10,2:6,3:2,4:3,5:1,6:9,7:8,8:7,9:4,10:5
35513,1:1,2:8,3:4,4:10,5:5,6:3,7:2,8:7,9:6,10:9
82501,1:4,2:2,3:7,4:5,5:3,6:6,7:1,8:9,9:8,10:10
5893,1:8,2:9,3:3,4:1,5:7,6:4,7:6,8:2,9:5,10:10
18719,1:2,2:3,3:1,4:9,5:6,6:10,7:7,8:4,9:5,10:8
93830,1:5,2:9,3:8,4:4,5:10,6:7,7:2,8:1,9:3,10:6
22696,1:2,2:6,3:5,4:3,5:7,6:10,7:9,8:1,9:8,10:4
37478,1:1,2:4,3:9,4:8,5:6,6:5,7:7,8:3,9:10,10:2
54153,1:8,2:3,3:7,4:6,5:10,6:5,7:9,8:2,9:1,10:4
86152,1:7,2:10,3:4,4:5,5:6,6:2,7:9,8:3,9:8,10:1
44039,1:2,2:8,3:1,4:10,5:9,6:3,7:7,8:5,9:6,10:4
92539,1:7,2:5,3:9,4:1,5:8,6:4,7:10,8:6,9:2,10:3
69289,1:5,2:9,3:7,4:2,5:10,6:3,7:8,8:4,9:6,10:1
