64158,1:2,2:1,3:5,4:3,5:4
86043,1:3,2:1,3:4,4:2,5:5
12296,1:4,2:5,3:3,4:1,5:2
56487,1:2,2:3,3:5,4:1,5:4
57250,1:5,2:2,3:1,4:4,5:3
85534,1:5,2:3,3:1,4:2,5:4
8819,1:3,2:4,3:5,4:1,5:2
66497,1:2,2:3,3:4,4:5,5:1
26834,1:5,2:1,3:4,4:3,5:2
84467,1:1,2:3,3:2,4:4,5:5
17374,1:5,2:4,3:1,4:3,5:2
15392,1:3,2:2,3:1,4:5,5:4
67545,1:5,2:1,3:4,4:3,5:2
60680,1:4,2:1,3:3,4:5,5:2
34192,1:2,2:3,3:1,4:4,5:5
37079,1:5,2:2,3:1,4:3,5:4
40678,1:4,2:1,3:3,4:2,5:5
96082,1:4,2:1,3:3,4:5,5:2
74175,1:3,2:5,3:2,4:1,5:4
87192,1:1,2:3,3:5,4:2,5:4
78225,1:3,2:1,3:4,4:2,5:5
80847,1:1,2:3,3:2,4:4,5:5
66427,1:2,2:4,3:3,4:1,5:5
75097,1:3,2:5,3:1,4:4,5:2
76369,1:1,2:3,3:4,4:5,5:2
10135,1:1,2:2,3:3,4:4,5:5
70972,1:1,2:3,3:2,4:5,5:4
97196,1:4,2:5,3:3,4:2,5:1
36166,1:2,2:4,3:1,4:5,5:3
24619,1:4,2:1,3:2,4:5,5:3
53101,1:2,2:4,3:5,4:3,5:1
28340,1:5,2:2,3:1,4:4,5:3
16510,1:5,2:4,3:2,4:1,5:3
98765,1:2,2:4,3:3,4:1,5:5
37895,1:3,2:2,3:5,4:4,5:1
63071,1:1,2:2,3:4,4:5,5:3
94175,1:5,2:4,3:1,4:2,5:3
3354,1:5,2:1,3:4,4:2,5:3
38814,1:3,2:5,3:2,4:1,5:4
18770,1:4,2:1,3:3,4:5,5:2
98330,1:4,2:5,3:2,4:3,5:1
85976,1:2,2:5,3:3,4:4,5:1
47405,1:3,2:5,3:4,4:2,5:1
61859,1:1,2:3,3:2,4:4,5:5
16104,1:5,2:1,3:2,4:3,5:4
86427,1:1,2:2,3:4,4:3,5:5
37060,1:3,2:1,3:5,4:2,5:4
98432,1:1,2:5,3:2,4:4,5:3
98665,1:3,2:1,3:5,4:4,5:2
49415,1:1,2:3,3:4,4:5,5:2
71571,1:4,2:2,3:1,4:3,5:5
85760,1:3,2:5,3:2,4:1,5:4
16457,1:2,2:1,3:4,4:3,5:5
88213,1:1,2:2,3:3,4:4,5:5
61780,1:1,2:2,3:5,4:3,5:4
48681,1:2,2:4,3:3,4:5,5:1
25778,1:3,2:4,3:2,4:1,5:5
11745,1:2,2:1,3:5,4:4,5:3
60662,1:2,2:3,3:4,4:1,5:5
7620,1:1,2:4,3:2,4:3,5:5
48714,1:1,2:5,3:3,4:4,5:2
79620,1:1,2:3,3:5,4:2,5:4
14283,1:4,2:3,3:5,4:1,5:2
88802,1:5,2:3,3:2,4:4,5:1
58797,1:3,2:1,3:4,4:5,5:2
97057,1:4,2:3,3:1,4:5,5:2
79607,1:2,2:4,3:3,4:5,5:1
13300,1:3,2:2,3:4,4:1,5:5
59073,1:4,2:1,3:3,4:2,5:5
17,1:3,2:4,3:1,4:2,5:5
53305,1:1,2:3,3:5,4:2,5:4
8591,1:3,2:1,3:5,4:2,5:4
61170,1:5,2:2,3:4,4:1,5:3
51443,1:1,2:3,3:4,4:2,5:5
12654,1:1,2:5,3:4,4:2,5:3
81100,1:3,2:2,3:1,4:5,5:4
14508,1:5,2:3,3:4,4:1,5:2
71160,1:1,2:3,3:2,4:5,5:4
64844,1:2,2:1,3:5,4:4,5:3
21799,1:4,2:1,3:3,4:2,5:5
14523,1:5,2:1,3:2,4:4,5:3
34057,1:3,2:2,3:4,4:5,5:1
66052,1:1,2:4,3:5,4:3,5:2
83578,1:5,2:4,3:3,4:1,5:2
12271,1:3,2:1,3:5,4:2,5:4
20036,1:5,2:4,3:1,4:3,5:2
92969,1:2,2:3,3:5,4:1,5:4
73892,1:5,2:3,3:4,4:2,5:1
90654,1:1,2:5,3:4,4:3,5:2
98716,1:5,2:1,3:4,4:3,5:2
39572,1:4,2:3,3:2,4:1,5:5
4517,1:1,2:3,3:4,4:2,5:5
7550,1:1,2:3,3:2,4:5,5:4
58291,1:4,2:3,3:2,4:5,5:1
69332,1:4,2:2,3:5,4:3,5:1
47949,1:3,2:1,3:5,4:4,5:2
58458,1:3,2:5,3:2,4:4,5:1
94037,1:1,2:5,3:2,4:3,5:4
16050,1:2,2:5,3:3,4:1,5:4
92317,1:1,2:2,3:5,4:3,5:4
91824,1:5,2:2,3:4,4:3,5:1
46577,1:3,2:5,3:2,4:4,5:1
71603,1:4,2:1,3:5,4:2,5:3
90342,1:3,2:4,3:1,4:5,5:2
11353,1:1,2:3,3:5,4:4,5:2
44410,1:3,2:5,3:1,4:4,5:2
60956,1:3,2:1,3:4,4:5,5:2
66943,1:3,2:1,3:5,4:4,5:2
68838,1:4,2:2,3:3,4:5,5:1
90779,1:2,2:3,3:5,4:1,5:4
54307,1:1,2:3,3:4,4:2,5:5
44763,1:5,2:4,3:3,4:2,5:1
77292,1:4,2:5,3:1,4:3,5:2
68663,1:5,2:2,3:1,4:3,5:4
96265,1:5,2:1,3:3,4:2,5:4
52788,1:5,2:1,3:3,4:2,5:4
53005,1:2,2:5,3:4,4:1,5:3
77340,1:2,2:4,3:1,4:5,5:3
76612,1:4,2:1,3:5,4:3,5:2
33141,1:5,2:2,3:4,4:1,5:3
68867,1:1,2:2,3:4,4:3,5:5
5579,1:3,2:2,3:1,4:4,5:5
86725,1:2,2:1,3:4,4:5,5:3
87868,1:1,2:5,3:2,4:4,5:3
37747,1:1,2:3,3:2,4:5,5:4
37518,1:2,2:1,3:4,4:5,5:3
61605,1:3,2:5,3:1,4:2,5:4
43801,1:5,2:1,3:2,4:4,5:3
83779,1:1,2:4,3:5,4:2,5:3
5215,1:5,2:4,3:2,4:1,5:3
41354,1:5,2:1,3:2,4:4,5:3
3359,1:2,2:4,3:5,4:3,5:1
85780,1:4,2:5,3:1,4:3,5:2
6488,1:4,2:3,3:2,4:1,5:5
65252,1:1,2:5,3:3,4:4,5:2
19462,1:3,2:5,3:2,4:1,5:4
23848,1:4,2:2,3:1,4:3,5:5
16904,1:1,2:2,3:5,4:3,5:4
17960,1:2,2:4,3:3,4:5,5:1
67862,1:1,2:4,3:5,4:2,5:3
87930,1:1,2:2,3:4,4:5,5:3
7466,1:1,2:3,3:2,4:5,5:4
43745,1:5,2:3,3:1,4:4,5:2
91580,1:1,2:2,3:3,4:5,5:4
12859,1:3,2:1,3:4,4:2,5:5
20390,1:4,2:3,3:1,4:2,5:5
1442,1:3,2:5,3:2,4:1,5:4
78640,1:1,2:2,3:4,4:3,5:5
61998,1:3,2:5,3:1,4:2,5:4
18227,1:1,2:5,3:2,4:4,5:3
93514,1:1,2:2,3:5,4:3,5:4
4571,1:4,2:1,3:2,4:5,5:3
62915,1:4,2:1,3:3,4:2,5:5
34532,1:5,2:2,3:4,4:1,5:3
28257,1:4,2:1,3:5,4:3,5:2
88250,1:4,2:5,3:2,4:3,5:1
6747,1:4,2:5,3:2,4:3,5:1
1029,1:4,2:2,3:5,4:1,5:3
20638,1:2,2:3,3:1,4:4,5:5
3990,1:5,2:4,3:1,4:2,5:3
98840,1:2,2:5,3:3,4:1,5:4
18533,1:3,2:2,3:4,4:1,5:5
66080,1:4,2:5,3:3,4:2,5:1
55808,1:5,2:4,3:1,4:3,5:2
3879,1:3,2:1,3:2,4:4,5:5
28188,1:2,2:5,3:4,4:3,5:1
1601,1:4,2:1,3:5,4:2,5:3
12230,1:1,2:4,3:2,4:5,5:3
3324,1:3,2:5,3:1,4:2,5:4
23405,1:1,2:2,3:5,4:4,5:3
51352,1:1,2:4,3:3,4:5,5:2
14468,1:4,2:3,3:1,4:2,5:5
4019,1:2,2:4,3:1,4:3,5:5
2512,1:1,2:4,3:5,4:3,5:2
36390,1:1,2:2,3:3,4:4,5:5
81795,1:2,2:1,3:4,4:3,5:5
72439,1:2,2:3,3:1,4:4,5:5
67635,1:4,2:1,3:2,4:5,5:3
12833,1:1,2:3,3:5,4:2,5:4
73545,1:4,2:5,3:2,4:1,5:3
63128,1:2,2:3,3:5,4:4,5:1
73216,1:3,2:5,3:4,4:2,5:1
43131,1:3,2:5,3:2,4:4,5:1
28949,1:2,2:5,3:3,4:1,5:4
38302,1:4,2:3,3:1,4:5,5:2
52484,1:3,2:2,3:5,4:1,5:4
92942,1:5,2:2,3:3,4:4,5:1
29982,1:1,2:4,3:3,4:5,5:2
24107,1:3,2:1,3:2,4:4,5:5
54193,1:4,2:5,3:1,4:3,5:2
84212,1:4,2:2,3:3,4:5,5:1
5554,1:5,2:3,3:2,4:4,5:1
80874,1:2,2:4,3:3,4:1,5:5
15272,1:2,2:5,3:4,4:3,5:1
37963,1:3,2:2,3:4,4:1,5:5
68756,1:2,2:1,3:4,4:5,5:3
40605,1:4,2:5,3:1,4:3,5:2
76687,1:3,2:4,3:2,4:1,5:5
55143,1:5,2:3,3:2,4:1,5:4
20487,1:1,2:3,3:5,4:2,5:4
45086,1:1,2:2,3:3,4:5,5:4
18374,1:1,2:4,3:3,4:5,5:2
34861,1:1,2:3,3:2,4:4,5:5
54324,1:1,2:5,3:2,4:3,5:4
12289,1:4,2:2,3:5,4:1,5:3
51427,1:5,2:3,3:4,4:1,5:2
95993,1:1,2:2,3:5,4:4,5:3
20543,1:4,2:5,3:1,4:2,5:3
93452,1:2,2:5,3:3,4:1,5:4
85149,1:4,2:1,3:5,4:3,5:2
30773,1:2,2:5,3:1,4:4,5:3
34995,1:1,2:2,3:5,4:3,5:4
2834,1:3,2:5,3:4,4:2,5:1
51819,1:4,2:5,3:1,4:2,5:3
74768,1:4,2:2,3:3,4:5,5:1
95207,1:5,2:2,3:1,4:3,5:4
38049,1:1,2:3,3:2,4:5,5:4
31012,1:4,2:2,3:5,4:3,5:1
88375,1:2,2:4,3:1,4:5,5:3
75038,1:5,2:1,3:2,4:3,5:4
36424,1:4,2:2,3:3,4:1,5:5
97248,1:5,2:3,3:2,4:4,5:1
96459,1:4,2:3,3:1,4:2,5:5
41112,1:2,2:1,3:4,4:5,5:3
62062,1:4,2:1,3:2,4:5,5:3
41716,1:5,2:3,3:4,4:2,5:1
50272,1:3,2:2,3:5,4:1,5:4
83783,1:1,2:2,3:3,4:4,5:5
66235,1:1,2:2,3:4,4:3,5:5
52280,1:3,2:2,3:4,4:5,5:1
27678,1:4,2:2,3:3,4:1,5:5
75018,1:2,2:5,3:4,4:1,5:3
55125,1:2,2:5,3:4,4:1,5:3
45495,1:2,2:3,3:1,4:5,5:4
47176,1:3,2:1,3:4,4:2,5:5
21633,1:4,2:1,3:5,4:2,5:3
7767,1:3,2:4,3:2,4:1,5:5
79202,1:3,2:5,3:1,4:4,5:2
7977,1:1,2:4,3:3,4:2,5:5
24288,1:1,2:4,3:5,4:2,5:3
37708,1:4,2:5,3:3,4:2,5:1
45121,1:4,2:5,3:1,4:3,5:2
39905,1:4,2:5,3:2,4:1,5:3
65530,1:5,2:4,3:2,4:3,5:1
3317,1:5,2:1,3:4,4:2,5:3
3999,1:2,2:1,3:4,4:3,5:5
37938,1:4,2:3,3:1,4:2,5:5
26442,1:3,2:4,3:2,4:1,5:5
14015,1:4,2:3,3:5,4:2,5:1
96287,1:1,2:4,3:2,4:3,5:5
65607,1:2,2:3,3:5,4:4,5:1
90214,1:1,2:4,3:2,4:3,5:5
34039,1:2,2:4,3:3,4:1,5:5
75186,1:5,2:3,3:1,4:2,5:4
79752,1:2,2:3,3:1,4:4,5:5
37026,1:3,2:1,3:4,4:2,5:5
97410,1:3,2:2,3:4,4:5,5:1
91507,1:5,2:1,3:3,4:2,5:4
82808,1:1,2:2,3:3,4:4,5:5
74113,1:5,2:2,3:3,4:1,5:4
1084,1:2,2:4,3:3,4:1,5:5
93200,1:5,2:3,3:4,4:1,5:2
35433,1:2,2:4,3:3,4:5,5:1
32984,1:2,2:1,3:5,4:4,5:3
19693,1:5,2:1,3:3,4:4,5:2
28642,1:1,2:5,3:2,4:4,5:3
45447,1:1,2:5,3:4,4:2,5:3
44272,1:1,2:5,3:3,4:2,5:4
45086,1:5,2:3,3:2,4:4,5:1
23167,1:3,2:4,3:2,4:1,5:5
93715,1:5,2:4,3:1,4:3,5:2
91873,1:1,2:3,3:4,4:5,5:2
19458,1:5,2:1,3:2,4:3,5:4
59858,1:2,2:5,3:3,4:1,5:4
90495,1:2,2:1,3:3,4:4,5:5
11228,1:4,2:2,3:3,4:1,5:5
16189,1:2,2:1,3:3,4:5,5:4
14658,1:4,2:3,3:2,4:5,5:1
63808,1:2,2:3,3:4,4:1,5:5
25631,1:4,2:5,3:2,4:1,5:3
59788,1:4,2:5,3:3,4:1,5:2
71827,1:2,2:3,3:1,4:4,5:5
27951,1:3,2:4,3:1,4:2,5:5
93299,1:3,2:2,3:4,4:1,5:5
96455,1:4,2:3,3:1,4:2,5:5
6882,1:4,2:5,3:1,4:3,5:2
12854,1:3,2:2,3:5,4:1,5:4
38605,1:3,2:4,3:1,4:5,5:2
73491,1:3,2:1,3:5,4:2,5:4
82647,1:2,2:3,3:5,4:1,5:4
21011,1:1,2:5,3:2,4:4,5:3
43475,1:4,2:2,3:3,4:1,5:5
68677,1:3,2:5,3:2,4:4,5:1
81429,1:5,2:3,3:2,4:4,5:1
56719,1:4,2:2,3:5,4:1,5:3
76693,1:4,2:5,3:3,4:2,5:1
78122,1:1,2:5,3:4,4:2,5:3
45638,1:2,2:5,3:4,4:1,5:3
52652,1:1,2:5,3:2,4:4,5:3
42895,1:2,2:1,3:5,4:4,5:3
660,1:2,2:4,3:3,4:1,5:5
38958,1:4,2:2,3:3,4:1,5:5
41779,1:4,2:2,3:1,4:3,5:5
48094,1:2,2:4,3:1,4:5,5:3
57349,1:2,2:1,3:4,4:5,5:3
99514,1:4,2:1,3:3,4:2,5:5
73728,1:5,2:3,3:4,4:1,5:2
90423,1:3,2:1,3:4,4:2,5:5
49512,1:3,2:2,3:1,4:5,5:4
17650,1:5,2:1,3:4,4:2,5:3
52496,1:1,2:2,3:5,4:4,5:3
44753,1:2,2:1,3:5,4:3,5:4
46146,1:1,2:2,3:4,4:5,5:3
21397,1:4,2:2,3:1,4:3,5:5
5508,1:4,2:3,3:5,4:2,5:1
58466,1:3,2:5,3:4,4:1,5:2
88534,1:5,2:1,3:2,4:3,5:4
92769,1:3,2:5,3:4,4:2,5:1
31508,1:5,2:4,3:1,4:3,5:2
2686,1:3,2:5,3:1,4:4,5:2
76694,1:4,2:3,3:2,4:1,5:5
28772,1:2,2:4,3:3,4:5,5:1
8698,1:3,2:5,3:1,4:2,5:4
7488,1:2,2:5,3:3,4:1,5:4
29095,1:3,2:1,3:4,4:5,5:2
38236,1:4,2:3,3:1,4:2,5:5
13836,1:3,2:5,3:4,4:2,5:1
56756,1:1,2:3,3:2,4:5,5:4
34720,1:1,2:4,3:5,4:2,5:3
54816,1:5,2:1,3:2,4:3,5:4
45804,1:5,2:2,3:4,4:1,5:3
44698,1:3,2:1,3:4,4:2,5:5
58748,1:1,2:4,3:3,4:2,5:5
78749,1:4,2:5,3:2,4:3,5:1
52773,1:5,2:1,3:3,4:2,5:4
59003,1:2,2:3,3:1,4:4,5:5
73206,1:2,2:5,3:1,4:4,5:3
50936,1:4,2:1,3:2,4:5,5:3
53576,1:4,2:2,3:3,4:5,5:1
40265,1:2,2:3,3:5,4:1,5:4
68731,1:3,2:2,3:4,4:1,5:5
88194,1:2,2:5,3:3,4:1,5:4
97175,1:4,2:1,3:3,4:2,5:5
42656,1:1,2:5,3:2,4:4,5:3
26302,1:3,2:5,3:4,4:2,5:1
87464,1:2,2:3,3:4,4:5,5:1
48830,1:4,2:1,3:3,4:2,5:5
13702,1:1,2:5,3:2,4:3,5:4
65760,1:4,2:3,3:2,4:1,5:5
71102,1:3,2:5,3:1,4:2,5:4
97446,1:2,2:5,3:3,4:1,5:4
24356,1:5,2:3,3:4,4:1,5:2
89420,1:1,2:5,3:4,4:2,5:3
16761,1:4,2:2,3:1,4:5,5:3
83128,1:2,2:3,3:4,4:5,5:1
4638,1:4,2:3,3:2,4:5,5:1
36355,1:2,2:1,3:3,4:4,5:5
33655,1:5,2:2,3:4,4:3,5:1
87272,1:5,2:3,3:1,4:2,5:4
4489,1:1,2:4,3:2,4:5,5:3
73509,1:3,2:1,3:2,4:4,5:5
3477,1:2,2:1,3:5,4:4,5:3
64930,1:2,2:1,3:5,4:4,5:3
91477,1:1,2:3,3:2,4:5,5:4
91738,1:4,2:5,3:2,4:3,5:1
37030,1:5,2:4,3:3,4:1,5:2
95874,1:2,2:4,3:3,4:5,5:1
93579,1:4,2:5,3:1,4:2,5:3
78095,1:4,2:1,3:3,4:5,5:2
1501,1:4,2:3,3:2,4:1,5:5
73709,1:2,2:4,3:3,4:5,5:1
41512,1:3,2:4,3:2,4:5,5:1
94100,1:2,2:1,3:5,4:4,5:3
1416,1:1,2:2,3:5,4:4,5:3
35462,1:4,2:2,3:3,4:5,5:1
63852,1:5,2:4,3:3,4:1,5:2
25400,1:2,2:4,3:1,4:3,5:5
57105,1:4,2:5,3:2,4:1,5:3
61889,1:1,2:2,3:4,4:3,5:5
31073,1:2,2:4,3:5,4:1,5:3
20398,1:5,2:2,3:1,4:3,5:4
63545,1:3,2:1,3:4,4:5,5:2
42676,1:5,2:1,3:3,4:2,5:4
26001,1:1,2:4,3:2,4:3,5:5
75361,1:3,2:4,3:5,4:1,5:2
80656,1:2,2:4,3:3,4:5,5:1
10361,1:4,2:1,3:5,4:2,5:3
69479,1:5,2:1,3:2,4:4,5:3
32771,1:4,2:5,3:1,4:2,5:3
61236,1:5,2:3,3:4,4:1,5:2
67545,1:4,2:1,3:5,4:3,5:2
43484,1:3,2:5,3:4,4:2,5:1
97140,1:1,2:5,3:4,4:2,5:3
29618,1:3,2:1,3:2,4:5,5:4
68343,1:5,2:1,3:4,4:2,5:3
75813,1:1,2:2,3:4,4:5,5:3
96517,1:5,2:3,3:1,4:4,5:2
27402,1:5,2:3,3:1,4:4,5:2
20942,1:3,2:1,3:4,4:2,5:5
36360,1:3,2:1,3:2,4:5,5:4
39755,1:1,2:4,3:2,4:5,5:3
89878,1:2,2:4,3:1,4:3,5:5
41527,1:4,2:5,3:3,4:1,5:2
61526,1:4,2:5,3:1,4:3,5:2
29348,1:3,2:2,3:4,4:5,5:1
80688,1:2,2:4,3:1,4:3,5:5
12391,1:1,2:4,3:2,4:3,5:5
30485
27701
38341
38761
90082,1:-9,2:12,3:16,4:14,5:11
74630,1:1,2:19,3:16,4:-7,5:4
2517,1:6,2:7,3:1,4:19,5:5
